study,year,location,state,cultivar,planting_date,app_date,growth_stage,brand_name,group,active_ingred,n,mean_sev,mean_yld,v_sev,v_yld,rep,rating_disease,yld_check,v_yld_check,sev_check,v_sev_check
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,52.5,3379.3125,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Headline,QoI,pyraclostrobin,4,50,3345.6875,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Priaxor + Domark,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+tetraconazol,4,52.5,2992.625,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,52.5,3362.5,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Quadris+Domark,QoI+DMI,azoxystrobin+tetraconazole,4,50,3211.1875,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,52.5,3412.9375,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,55,3244.8125,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Topguard,DMI,flutriafol,4,52.5,3244.8125,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Topsin 4.5,MBC,thiophanate-methyl,4,60,3143.9375,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
10,2015,NA,Mississippi,DynaGro 37RY47,6/6/2015,07/29/2015,R3,Topsin XTR,MBC,thiophanate-methyl+tebuconazole,4,50,3278.4375,89.8989898989899,67704.24530460863,NA,NA,3244.8125,67704.24530460863,52.5,89.8989898989899
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,2.75,4119.0625,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,check,check,check,4,7.75,4038.3625,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Domark,DMI,tetraconazol,4,1.75,4369.56875,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,2.8,4107.29375,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Headline,QoI,pyraclostrobin,4,8.5,4418.325,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Priaxor+Priaxor,QoI+SDHI+QoI+SDHI,pyraclostrobin+fluxapyroxad+pyraclostrobin+fluxapyroxad,4,1.5,4367.887500000001,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,2.25,4472.125,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,3,4389.7437500000005,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,2.75,3991.2875,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Topguard,DMI,flutriafol,4,3.75,4339.3062500000005,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Topsin M,MBC,thiophanate-methyl,4,5.5,4063.58125,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
11,2015,Cotton Grove,Tennessee,Armor 4744,06/07/2015,08/11/2015,R3,Topsin XTR,MBC,thiophanate-methyl+tebuconazole,4,2,4238.4312500000005,6.9491919191919065,91781.52292929297,NA,NA,4038.3625,91781.52292929297,7.75,6.9491919191919065
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,14.175,3147.3,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,check,check,check,4,44.25,2573.99375,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Domark,DMI,tetraconazol,4,12,3276.75625,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,6.425,3258.2625,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Headline,QoI,pyraclostrobin,4,36.5,2688.31875,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Priaxor+Priaxor,QoI+SDHI+QoI+SDHI,pyraclostrobin+fluxapyroxad+pyraclostrobin+fluxapyroxad,4,9.5,3170.8375,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,8.325,3557.525,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,18,3110.3125,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,11.175,3362.5,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Topguard,DMI,flutriafol,4,8.25,3419.6625,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Topsin M,MBC,thiophanate-methyl,4,14.25,3301.975,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
12,2015,Milan,Tennessee,NA,6/5/2015,8/7/2015,R3,Topsin XTR,MBC,thiophanate-methyl+tebuconazole,4,16.075,3115.35625,45.86470328282816,87494.45345643941,NA,NA,2573.99375,87494.45345643941,44.25,45.86470328282816
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,5,3.26,1708.15,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,check,check,check,5,11.86,1464.705,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Domark,DMI,tetraconazol,5,3.36,1612.655,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,5,5.34,1608.6200000000001,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Headline,QoI,pyraclostrobin,5,6.288,1530.6100000000001,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,5,5.26,1487.5700000000002,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,5,4.5,1554.82,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,5,4.46,1593.825,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,5,2.84,1639.555,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Topguard,DMI,flutriafol,5,3.64,1757.915,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
13,2016,TVREC,Alabama,Asgrow 5233 RR,06/20/2016,08/19/2016,R3,Topsin XTR,MBC,thiophanate-methyl+tebuconazole,5,4.08,1506.4,1.6063472727272727,19849.85572613635,NA,NA,1464.705,19849.85572613635,11.86,1.6063472727272727
14,2016,NRES,Arkansas,NA,NA,NA,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,9,3446.5625,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,check,check,check,4,11.75,3048.10625,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Domark,DMI,tetraconazol,4,8,3581.0625,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,6.5,3665.125,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Headline,QoI,pyraclostrobin,4,12,3068.28125,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,8.5,3698.75,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,7.5,3454.96875,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,8.5,3515.49375,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,8.5,3320.46875,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Topguard,DMI,flutriafol,4,4.75,3449.925,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Topsin 4.5,MBC,thiophanate-methyl,4,6.75,3419.6625,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
14,2016,NRES,Arkansas,NA,NA,NA,R3,Topsin XTR,MBC,thiophanate-methyl+tebuconazole,4,7.25,3461.69375,1.7676767676767695,66813.78015782831,NA,NA,3048.10625,66813.78015782831,11.75,1.7676767676767695
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,6,68.33333333333333,2914.1666666666665,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,check,check,check,6,75,2574.554166666667,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Domark,DMI,tetraconazol,6,63.333333333333336,2992.625,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,6,63.333333333333336,3075.5666666666666,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Headline,QoI,pyraclostrobin,6,73.33333333333333,2694.483333333333,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,6,70,2892.8708333333334,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,6,71.66666666666667,3097.9833333333336,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,6,71.66666666666667,2885.025,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,6,66.66666666666667,3111.4333333333334,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Topguard,DMI,flutriafol,6,58.333333333333336,3383.7958333333336,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Topsin 4.5,MBC,thiophanate-methyl,6,65,2911.925,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
15,2016,Shawneetown,Illinois,S39-U2,6/13/2016,7/27/2016,R3,Topsin XTR or Overulle,MBC+DMI,thiophanate-methyl+tebuconazole,6,61.666666666666664,3035.2166666666667,22.601010101009933,40919.81430224116,NA,NA,2574.554166666667,40919.81430224116,75,22.601010101009933
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,3.85,4699.09375,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,check,check,check,4,34.575,4260.2875,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Domark,DMI,tetraconazol,4,5.4,4751.2125,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,6.050000000000001,4796.60625,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Headline,QoI,pyraclostrobin,4,3.675,4855.450000000001,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,4.65,4924.38125,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,4.675,4631.84375,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,5.075,4512.475,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,7.9,4487.25625,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Topguard,DMI,flutriafol,4,2.95,4680.5999999999995,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Topsin 4.5,MBC,thiophanate-methyl,4,7.325,4821.825,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
16,2016,Ames,Iowa,2616R2Y,05/22/16,7/26/2016,R3,Topsin XTR,MBC,thiophanate-methyl+tebuconazole,4,7.5,4670.5125,67.20303661616167,70938.47707425825,NA,NA,4260.2875,70938.47707425825,34.575,67.20303661616167
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,25.425,4519.2,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,check,check,check,4,39.6,3579.38125,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Domark,DMI,tetraconazol,4,20,3967.75,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,16.675,4645.29375,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Headline,QoI,pyraclostrobin,4,37.474999999999994,3584.425,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Priaxor + Tilt,DMI+QoI+SDHI,pyraclostrobin+fluxapyroxad+propiconazole,4,25.4,4233.3875,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,17.05,4436.81875,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,22.925,4401.5125,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,16.675,NA,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Topguard,DMI,flutriafol,4,14.575,4505.75,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Topsin 4.5,MBC,thiophanate-methyl,4,17.925,4420.00625,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
17,2016,Princeton,Kentucky,NA,NA,7/26/2016,R3,Topsin XTR or Overulle,MBC+DMI,thiophanate-methyl+tebuconazole,4,17.475,4055.1749999999997,9.755404040404061,116180.74047891027,NA,NA,3579.38125,116180.74047891027,39.6,9.755404040404061
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Affiance,QoI+DMI,azoxystrobin+tetraconazole,4,2.375,3680.25625,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,check,check,check,4,4.3500000000000005,3258.2625,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Domark,DMI,tetraconazol,4,1.875,3476.825,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Fortix,QoI+DMI,fluoxastrobin+flutriafol,4,2.1,3787.8562500000003,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Headline,QoI,pyraclostrobin,4,4.5,3344.00625,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Priaxor + Domark,QoI+SDHI+MBC,pyraclostrobin+fluxapyroxad+tetraconazol,4,1.9,3791.21875,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Quadris Top,QoI+DMI,azoxystrobin+difenoconazole,4,2.05,3671.85,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Stratego YLD,QoI+DMI,trifloxystrobin+prothioconazole,4,3.5,3599.55625,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
18,2016,Alexandria,Louisiana,NA,NA,NA,R3,Stratego YLD + Proline,QoI+DMI+DMI,trifloxystrobin+prothioconazole+prothioconazole,4,2.7,3673.53125,0.690006313131313,28454.25586845007,NA,NA,3258.2625,28454.25586845007,4.3500000000000005,0.690006313131313
